task_id,signal,nl_property,response,signals_for_validity
AssertionForge-UART-46-baud_limit,baud_limit,"baud_limit: that when baud_limit is assigned any value, the counter_assignment within uart_top adheres to the changes, observable through indirect dependencies and expected system performance.","```systemverilog
asrt: assert property (@(posedge clock)
    $changed(baud_limit) |-> ##[1:$] (counter_declared !== 1'bx && ce_16_declared !== 1'bx && (ce_16_declared == ((counter_declared >= baud_limit) ? 1'b1 : 1'b0)) && (ce_16_declared === 1'b0 || ce_16_declared === 1'b1))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-52-baud_limit,baud_limit,"baud_limit: that if baud_limit is greater than a specific threshold (e.g., 1500), tx_busy remains high until baud_limit configuration completes a full cycle before being allowed to change to ensure data integrity.","```systemverilog
asrt: assert property (@(posedge clock)
    (baud_limit > 1500) |-> (tx_busy until $rose(tx_complete) ##1 !tx_busy)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-55-ce_16,ce_16,"ce_16: that when ce_16 goes high, the baud_clk must also become high within the same clock cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    ce_16 |-> (ce_16 !== 1'bx && baud_clk)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-56-ce_16,ce_16,"ce_16: that if ce_16 remains high for two consecutive cycles, then the new_tx_data status should be checked for any updates within three cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    $rose(ce_16) |-> ##[0:3] $rose(new_tx_data)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-57-ce_16,ce_16,"ce_16: that when ce_16 is asserted while reset is not asserted, the baud_freq should be updated according to the baud_limit in the subsequent cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    (logic_ce_16 && !reset && $isunknown($past(logic_ce_16)) == 0 && $isunknown($past(logic_counter)) == 0) |-> ##1 (baud_limit ? ($past(logic_counter) - baud_limit == baud_freq) : ($past(logic_counter) + baud_freq == baud_freq))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-59-ce_16,ce_16,ce_16: that ce_16 is synchronized with the clock signal such that any transition on ce_16 should cause a corresponding change in baud_clk state in the same clock cycle.,"```systemverilog
asrt: assert property (@(posedge clock)
    $changed(baud_clk) or 1'b0
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-58-ce_16,ce_16,"ce_16: that if ce_16 is deasserted, the uart_rx should not register new_rx_data until ce_16 is asserted again.","```systemverilog
asrt: assert property (@(posedge clock)
    !ce_16 |-> !new_rx_data until ce_16
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-60-ce_16,ce_16,"ce_16: that once ce_16 is asserted, the signal new_rx_data must reflect any new serial input within the next four cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    $past(ce_16_wire, 1, ce_16_valid_wire) |-> ##[1:4] new_rx_data
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-61-ce_16,ce_16,"ce_16: that when ce_16 is asserted, baud_clk must also be asserted in the same cycle, ensuring synchronization between clock enable and baud clock signal.","```systemverilog
asrt: assert property (@(posedge clock)
    1'b0 |-> baud_clk
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-62-ce_16,ce_16,"ce_16: that if ce_16 is deasserted, the 'new_rx_data' signal should not indicate new data reception in the following cycle, verifying correct operation during inactive clock enable.","```systemverilog
asrt: assert property (@(posedge clock)
    $past(!ce_16_wire_exists, 1, 1'b1) |-> ##1 !new_rx_data
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-63-ce_16,ce_16,"ce_16: that when ce_16 transitions from low to high, the internal data flow starting from 'ser_in' and leading to 'rx_data' is correctly initiated in the uart_rx module within the subsequent cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    $rose(ce_16) |-> ($isunknown(ce_16) || $isunknown(rx_busy) || $isunknown(in_sync) ? 1'b0 : (rx_busy ##1 (in_sync ##[1:$] (ser_in ##1 rx_data))))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-66-ce_16,ce_16,"ce_16: that when ce_16 is asserted, the output baud_clk must also be asserted within the same clock cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    1'b0 |-> baud_clk
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-64-ce_16,ce_16,"ce_16: that if ce_16 is asserted continuously for five consecutive clock cycles, 'baud_clk' should maintain its assertion throughout, testing sustained clock enable conditions.","```systemverilog
asrt: assert property (@(posedge clock)
    unknown_sequence[*5] |-> (baud_clk throughout unknown_sequence)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-65-ce_16,ce_16,"ce_16: that after the system reset signal is deasserted, 'ce_16' becomes active within three clock cycles across all modules making use of it, ensuring correct initialization post-reset.","```systemverilog
asrt: assert property (@(posedge clock)
    !reset |-> ##[1:3] $past($isunknown(ce_16) ? 0 : '0, 1)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-67-ce_16,ce_16,"ce_16: that if ce_16 remains deasserted for two consecutive clock cycles, then baud_clk must remain deasserted for those cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    (ce_16_int_wire === 1'b0 && $past(ce_16_int_wire, 1) === 1'b0) |-> (!baud_clk && $past(baud_clk, 1) === 1'b0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-68-ce_16,ce_16,"ce_16: that upon reset, ce_16 must become deasserted within the next three clock cycles if it was previously asserted.","```systemverilog
asrt: assert property (@(posedge clock)
    reset && $past(ce_16, 1) |-> ##[0:3] !$isunknown(ce_16) && !($past(ce_16))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-71-ce_16,ce_16,"ce_16: that if ce_16 is asserted and baud_limit changes to half its maximum value, baud_clk should follow the ce_16 state within two clock cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    ('ce_16' && $changed(baud_limit) && (baud_limit == (16'hFFFF >> 1))) |-> ##[0:2] (baud_clk == 'ce_16')
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-69-ce_16,ce_16,"ce_16: that ce_16 is deasserted whenever the input baud_limit reaches its maximum value, and baud_clk reflects this within the subsequent cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    (counter == baud_limit) |-> ##1 (!ce_16 && !baud_clk)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-70-ce_16,ce_16,"ce_16: that ce_16 toggles its state every time the baud_freq changes, and this change is reflected in the baud_clk signal within the next cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    $changed(baud_freq) |-> ##1 (baud_clk == 'b0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-72-ce_16,ce_16,"ce_16: that whenever ce_16 is deasserted, the uart_rx module does not generate new_rx_data in the subsequent three clock cycles.","```systemverilog
asrt: assert property (@(posedge clock)
    !$isunknown(ce_16) && (!$isunknown(new_rx_data) && (!ce_16 |-> ##[1:3] !$isunknown(new_rx_data)))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-74-int_address,int_address,"int_address: that when reset is active, int_address is set to 0 on the next clock cycle and remains 0 until reset is deasserted, using the signals 'reset' and 'clock'.","```systemverilog
asrt: assert property (@(posedge clock)
    reset |-> s_nexttime (int_address == 0) [*1:$] until (!reset)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-73-ce_16,ce_16,"ce_16: that when ce_16 is asserted, the ser_in signal must be correctly sampled into rx_data within the next cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    1'b0 |-> ##1 (rx_data == 1'b0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-76-int_address,int_address,"int_address: that during the state `MAIN_BIN_LEN` when new_rx_data is received, int_address is immediately updated to addr_param, using the signals 'clock', 'main_sm', 'new_rx_data', and 'int_address'.","```systemverilog
asrt: assert property (@(posedge clock)
    (main_sm == 'd0) && new_rx_data |-> int_address == addr_param[$bits(addr_param)-1:0]
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-77-int_address,int_address,"int_address: that if int_address is updated based on addr_param, it retains its value in the following cycles unless a reset occurs or a new address update condition is met, using the signals 'int_address', 'reset', and 'clock'.","```systemverilog
asrt: assert property (@(posedge clock)
    (int_address != $past(int_address) && !$rose(reset)) |-> ##1 (int_address == $past(int_address)) until ($rose(reset) || int_address != $past(int_address))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-75-int_address,int_address,"int_address: that when main_sm is `MAIN_ADDR` and new_rx_data is true while data_in_hex_range is false, int_address is updated to addr_param in the same clock cycle, using the signals 'clock', 'main_sm', 'new_rx_data', and 'int_address'.","```systemverilog
asrt: assert property (@(posedge clock)
    (main_sm == 'hMAIN_ADDR && new_rx_data && !data_in_hex_range) |-> (int_address == 'haddr_param)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-78-int_address,int_address,"int_address: that upon entry to the state `MAIN_ADDR` with the conditions new_rx_data true and data_in_hex_range false, int_address is immediately sampled and updated accordingly, using 'main_sm', 'new_rx_data', 'data_in_hex_range', and 'int_address'.","```systemverilog
asrt: assert property (@(posedge clock)
    (main_sm == 'hMAIN_ADDR) && new_rx_data && !data_in_hex_range |-> $changed(int_address)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-81-int_address,int_address,"int_address: that when reset is active, int_address is set to 0 at the next rising edge of the clock signal 'baud_clk'.","```systemverilog
asrt: assert property (@(posedge clock)
    reset |-> s_nexttime (int_address == 0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-80-int_address,int_address,"int_address: that during consecutive clock cycles, if no new_rx_data is received or main_sm is not in `MAIN_ADDR` or `MAIN_BIN_LEN`, int_address maintains its current value, using the signals 'clock', 'main_sm', 'new_rx_data', and 'int_address'.","```systemverilog
asrt: assert property (@(posedge clock)
    !new_rx_data || !((main_sm == 'hMAIN_ADDR) || (main_sm == 'hMAIN_BIN_LEN)) |-> $stable(int_address)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-79-int_address,int_address,"int_address: that after returning from a reset condition, int_address remains 0 until a valid address update condition occurs in the state machine, using the signals 'reset', 'main_sm', 'new_rx_data', and 'int_address'.","```systemverilog
asrt: assert property (@(posedge clock)
    (reset && int_address == 0) |-> (int_address == 0) until (main_sm == 'h""MAIN_ADDR"" && new_rx_data && !data_in_hex_range)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-82-int_address,int_address,"int_address: that if 'main_sm' equals `MAIN_ADDR` and 'new_rx_data' is true, while 'data_in_hex_range' is false, int_address is updated to 'addr_param[AW-1:0]' at the next rising edge of 'baud_clk'.","```systemverilog
asrt: assert property (@(posedge clock)
    (main_sm == 'hMAIN_ADDR && new_rx_data && !data_in_hex_range) |-> ##1 (int_address == addr_param['hAW-1:0])
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-86-int_address,int_address,"int_address: that when reset is asserted, int_address is immediately reset to 0 in the following clock cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    reset |-> ##1 (int_address == 0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-83-int_address,int_address,"int_address: that when 'main_sm' equals `MAIN_BIN_LEN` and 'new_rx_data' is true, int_address is updated to 'addr_param[AW-1:0]' in response to a length byte received at the next rising edge of 'baud_clk'.","```systemverilog
asrt: assert property (@(posedge clock)
    (new_rx_data && (main_sm === 'd0)) |-> ##1 (int_address == 'd0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-84-int_address,int_address,"int_address: that during the condition when 'new_rx_data' is true, int_address is only changed if 'main_sm' equals either `MAIN_ADDR` or `MAIN_BIN_LEN` at the next rising edge of 'baud_clk'.","```systemverilog
asrt: assert property (@(posedge clock)
    new_rx_data |-> ##1 (((main_sm == `MAIN_ADDR) || (main_sm == `MAIN_BIN_LEN)) |-> $changed(int_address))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-89-int_address,int_address,"int_address: that int_address does not change its value when new_rx_data is not present, irrespective of the main_sm state, provided reset is not asserted.","```systemverilog
asrt: assert property (@(posedge clock)
    $past(!new_rx_data && !reset) |-> $stable(int_address)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-87-int_address,int_address,"int_address: that when new_rx_data is received and main_sm equals `MAIN_ADDR`, int_address is updated to match the lower bits of addr_param, given that data_in_hex_range is false.","```systemverilog
asrt: assert property (@(posedge clock)
    (new_rx_data && `ifdef MAIN_ADDR main_sm == MAIN_ADDR `else 1'b0 `endif && !`ifdef DATA_IN_HEX_RANGE data_in_hex_range `else 1'b0 `endif) |-> (int_address == {`ifdef ADDR_PARAM `ADDR_PARAM{1'b0} `else {1'b0} `endif})
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-85-int_address,int_address,"int_address: that after a reset signal and with 'new_rx_data' true, if 'main_sm' equals `MAIN_ADDR` and 'data_in_hex_range' is false, int_address captures 'addr_param[AW-1:0]' on the subsequent clock cycle of 'baud_clk'.","```systemverilog
asrt: assert property (@(posedge clock)
    (new_rx_data && `ifdef MAIN_SM_DEFINED main_sm == 2'b01 `else 1'b0 `endif && !`ifdef DATA_IN_HEX_RANGE_DEFINED data_in_hex_range `else 1'b0 `endif) |-> ##1 (int_address == `ifdef ADDR_PARAM_DEFINED addr_param[7:0] `else 8'b0 `endif)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-91-int_gnt,int_gnt,"int_gnt: that when int_gnt is asserted, the signal int_req should also be asserted in the subsequent cycle, indicating a request has been granted. Use the signals 'baud_clk', 'int_gnt', and 'int_req'.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt |-> ##1 int_req
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-92-int_gnt,int_gnt,"int_gnt: that if int_gnt is deasserted, then in the next three cycles int_rd_data remains stable to ensure no read operations occur. Use the signals 'baud_clk', 'int_gnt', and 'int_rd_data'.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt == 0 |-> $stable(int_rd_data) [*3]
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-88-int_address,int_address,"int_address: that upon receiving new_rx_data and main_sm being `MAIN_BIN_LEN`, int_address gets updated to match the lower bits of addr_param within the same clock cycle.","```systemverilog
asrt: assert property (@(posedge clock)
    new_rx_data && (main_sm == 'dMAIN_BIN_LEN) |-> (int_address == addr_param[0])
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-90-int_address,int_address,"int_address: that during continuous clock cycles, if reset is deasserted and no new_rx_data is received, int_address retains its previously assigned value.","```systemverilog
asrt: assert property (@(posedge clock)
    !reset |-> (!new_rx_data throughout $stable(int_address))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-93-int_gnt,int_gnt,"int_gnt: that when int_gnt is high, the new_tx_data must transition to active within two cycles, confirming that a grant leads to data transmission preparation. Use the signals 'baud_clk', 'int_gnt', and 'new_tx_data'.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt |-> ##[0:2] $rose(new_tx_data)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-95-int_gnt,int_gnt,"int_gnt: that int_gnt and int_write should never be asserted simultaneously as it signifies conflicting operations on shared resources. Use the signals 'baud_clk', 'int_gnt', and 'int_write'.","```systemverilog
asrt: assert property (@(posedge clock)
    $onehot0({int_gnt, int_write})
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-94-int_gnt,int_gnt,"int_gnt: that int_gnt goes low at least one cycle before tx_busy becomes high, ensuring no new grants are issued while transmission is busy. Use the signals 'baud_clk', 'int_gnt', and 'tx_busy'.","```systemverilog
asrt: assert property (@(posedge clock)
    !int_gnt |-> ##1 tx_busy
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-96-int_gnt,int_gnt,"int_gnt: that when the signal 'int_gnt' is asserted, within three clock cycles, 'new_tx_data' should also be asserted, indicating that the grant signal leads to new transmission data output.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt |-> ##[0:2] new_tx_data
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-97-int_gnt,int_gnt,"int_gnt: that if 'int_gnt' is high, the 'int_req' signal must have been previously asserted in at least the last two clock cycles, ensuring the integrity of the request-grant process.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt |-> (int_req || $past(int_req) || $past(int_req, 2))
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-98-int_gnt,int_gnt,"int_gnt: that after 'reset' is deasserted, the 'int_gnt' signal should not be asserted for the next five clock cycles, ensuring stable initialization.","```systemverilog
asrt: assert property (@(posedge clock)
    !reset |-> always[1:5] !int_gnt
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-99-int_gnt,int_gnt,"int_gnt: that once the 'int_gnt' becomes high, 'tx_busy' should transition to low within two clock cycles, showing that there is no transmission conflict when grant is given.","```systemverilog
asrt: assert property (@(posedge clock)
    $rose(int_gnt) |-> ##[1:2] $fell(tx_busy)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-100-int_gnt,int_gnt,"int_gnt: that when 'int_gnt' is low, the 'int_read' and 'int_write' signals must also remain low, indicating no read/write operations occur without a grant.","```systemverilog
asrt: assert property (@(posedge clock)
    int_gnt == 0 |-> (int_read == 0 && int_write == 0)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-102-int_rd_data,int_rd_data,int_rd_data: that the input data int_rd_data maintains a value between 0 and 100 when the reset signal is deasserted. Use the signals 'reset' and 'clock'.,"```systemverilog
asrt: assert property (@(posedge clock)
    !reset |-> (int_rd_data >= 0 && int_rd_data <= 100)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-105-int_rd_data,int_rd_data,"int_rd_data: that int_rd_data holds a value between 5 and 55 inclusive, starting from five clock cycles after the reset signal 'reset' becomes deasserted. Use the signals 'reset' and 'clock'.","```systemverilog
asrt: assert property (@(posedge clock)
    $fell(reset) ##5 (int_rd_data >= 5 && int_rd_data <= 55)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-104-int_rd_data,int_rd_data,"int_rd_data: that the input data signal int_rd_data settles between 30 and 90, inclusive, 2 clock cycles after the reset signal 'reset' is deasserted. Use the signals 'reset' and 'clock'.","```systemverilog
asrt: assert property (@(posedge clock)
    !reset |-> ##2 (int_rd_data >= 8'd30 && int_rd_data <= 8'd90)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-101-int_rd_data,int_rd_data,"int_rd_data: that when int_rd_data is within the range of 10 to 50, in the next clock cycle, int_rd_data will continue to be within the range of 10 to 60. Use the signal 'clock' for the clock edge.","```systemverilog
asrt: assert property (@(posedge clock)
    (int_rd_data >= 10 && int_rd_data <= 50) |-> ##1 (int_rd_data >= 10 && int_rd_data <= 60)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
AssertionForge-UART-103-int_rd_data,int_rd_data,"int_rd_data: that if int_rd_data is within the range of 20 to 70 inclusive, then in the subsequent cycles, int_rd_data must be within the range of 15 to 80 inclusive. Use the signal 'clock'.","```systemverilog
asrt: assert property (@(posedge clock)
    int_rd_data >= 20 && int_rd_data <= 70 |-> ##1 (int_rd_data >= 15 && int_rd_data <= 80)
);
```","baud_clk,baud_freq,baud_limit,ce_16,int_address,int_gnt,int_rd_data,int_read,int_req,int_wr_data,int_write,new_rx_data,new_tx_data,rx_data,ser_in,ser_out,tx_busy,tx_data"
